Time_Stamps,AC_CabinTemp,AC_CabinTemp_FC,VEC,VEC_FC,VS
3605,24.84,34.82,0.88,0.53,64.6
3606,24.38,23.15,0.27,0.01,98.39
3607,32.73,25.79,0.34,0.48,60.09
3608,25.71,26.84,0.93,0.34,69.11
3609,34.05,32.09,0.58,0.67,56.12
3610,34.61,29.75,0.18,0.64,78.23
3611,29.43,30.38,0.66,0.38,97.58
3612,23.86,31.85,0.99,0.01,54.41
3613,26.87,23.53,0.82,0.25,41.68
3614,32.37,32.83,0.75,0.63,86.03
3615,26.78,31.17,0.21,0.07,96.97
3616,23.13,29.51,0.88,0.11,12.92
3617,29.24,33.57,0.53,0.65,57.82
3618,32.99,31.1,0.89,0.76,79.25
3619,32.35,24.62,0.33,0.32,53.33
3620,24.28,27.59,0.06,0.49,40.92
3621,30.75,28.42,0.48,0.95,65.52
3622,24.87,22.72,0.27,0.95,27.01
3623,24.84,34.41,0.72,0.31,34.91
3624,33.36,23.67,0.96,0.81,99.23
3625,25.25,31.07,0.69,0.59,63.65
3626,25.42,28.58,0.89,0.98,87.29
3627,22.01,22.33,0.45,0.48,80.78
3628,33.32,34.02,0.77,0.77,65.23
3629,32.3,33.07,0.84,0.77,84.07
3630,30.16,28.82,0.71,0.5,28.72
3631,31.75,24.98,0.51,0.8,63.71
3632,23.98,23.58,0.63,0.26,59.06
3633,27.96,26.72,0.7,0.12,62.24
3634,26.57,25.32,0.25,0.43,16.86
3635,23.22,28.59,0.81,0.94,27.72
3636,28.32,34.56,0.95,0.5,28.67
3637,33.97,29.47,0.47,0.64,60.19
3638,22.52,33.57,0.7,0.62,97.25
3639,25.79,30.46,0.74,0.13,95.41
3640,24.7,28.18,0.66,0.39,22.72
3641,25.1,33.11,0.55,0.71,30.48
3642,33.81,28.13,0.88,0.97,3.61
3643,28.08,33.29,0.45,0.17,39.88
3644,28.06,25.79,0.06,0.41,83.47
3645,31.89,23.67,0.84,0.1,91.58
3646,24.01,33.12,0.67,0.24,23.65
3647,28.33,29.64,0.85,0.38,26.58
3648,27.59,33.56,0.14,0.54,22.08
3649,29.76,34.19,0.03,0.23,35.01
3650,34.99,22.7,0.93,0.23,80.48
3651,32.0,28.51,0.15,0.78,64.69
3652,27.17,26.87,0.81,0.96,78.59
3653,32.76,30.14,0.82,0.32,58.3
3654,24.22,32.32,0.71,0.69,25.77
3655,22.4,25.65,0.13,0.26,22.8
3656,24.66,29.24,0.67,0.93,0.9
3657,26.43,31.21,0.89,0.67,78.1
3658,28.64,23.75,0.43,0.8,84.71
3659,30.0,32.58,0.41,0.05,76.83
3660,33.84,29.88,0.44,0.6,7.44
3661,28.63,34.34,0.08,0.53,76.22
3662,28.52,26.41,0.89,0.29,4.58
3663,22.65,23.41,0.87,0.26,10.56
3664,22.45,28.58,1.0,0.58,44.05
3665,29.17,23.12,0.59,0.71,47.61
3666,27.7,34.6,0.75,0.03,81.61
3667,32.91,22.5,0.2,0.57,67.95
3668,24.09,31.8,0.67,0.17,15.33
3669,22.32,28.83,0.65,0.14,22.61
3670,27.84,26.79,0.9,0.62,28.57
3671,25.09,22.86,0.83,0.31,12.37
3672,22.64,30.09,0.94,0.44,28.76
3673,31.42,29.61,0.87,0.36,72.86
3674,23.45,25.65,0.87,0.65,24.14
3675,29.91,33.83,0.06,0.47,83.54
3676,25.65,25.95,0.85,0.96,46.95
3677,24.26,27.85,0.61,0.35,32.29
3678,26.94,29.07,0.38,0.74,41.24
3679,32.42,23.3,0.06,0.26,70.95
3680,27.1,34.12,0.68,0.51,51.68
3681,31.76,26.87,0.33,0.55,0.73
3682,23.63,23.05,0.47,0.33,92.23
3683,32.05,27.03,0.68,0.47,6.6
3684,25.08,29.8,0.91,0.28,93.86
3685,30.81,28.68,0.83,0.01,2.82
3686,29.36,31.03,0.45,0.22,77.1
3687,34.08,22.72,0.39,0.7,53.47
3688,27.04,25.7,0.24,0.77,50.57
3689,22.86,32.65,0.37,0.28,7.28
3690,22.25,23.04,0.11,0.41,23.87
3691,32.75,33.12,0.97,0.04,77.75
3692,28.82,23.19,0.57,0.24,89.13
3693,32.08,32.85,0.13,0.78,52.91
3694,25.05,26.69,0.35,0.61,35.33
3695,26.49,29.96,0.55,0.21,5.99
3696,22.39,23.99,0.53,0.26,68.22
3697,34.5,22.86,0.04,0.82,27.84
3698,30.68,24.81,0.95,0.21,5.5
3699,34.13,23.66,0.28,0.33,66.59
3700,25.45,26.06,0.02,0.66,48.57
3701,29.95,28.69,0.08,0.56,1.2
3702,30.82,29.65,0.58,0.46,11.09
3703,26.13,32.27,0.14,0.9,69.92
3704,33.03,30.53,0.04,0.22,6.37
3705,34.31,29.91,0.38,0.74,86.6
3706,33.5,27.35,0.62,0.16,31.13
3707,31.61,28.16,0.11,0.62,8.87
3708,25.61,27.39,0.31,0.87,75.98
3709,25.66,32.95,0.42,0.46,52.44
3710,34.52,24.99,0.16,0.72,30.66
3711,22.13,22.07,0.51,0.82,40.61
3712,31.31,30.47,0.09,0.14,2.14
3713,31.18,24.63,0.05,0.71,66.27
3714,30.09,33.57,0.52,0.92,36.58
3715,34.87,33.17,0.25,0.58,71.4
3716,26.05,23.0,0.1,0.19,62.82
3717,26.42,23.38,0.42,0.13,65.13
3718,23.03,28.44,0.92,0.26,79.29
3719,27.76,29.92,0.72,0.1,63.12
3720,25.39,25.57,0.82,0.51,41.87
3721,26.46,31.32,0.87,0.07,38.99
3722,32.85,29.73,0.97,0.22,11.96
3723,34.16,26.22,0.76,0.44,77.94
3724,24.41,22.33,0.61,0.47,76.11
3725,26.84,31.75,0.37,0.57,24.63
3726,34.07,24.79,0.18,0.71,86.27
3727,22.8,32.85,0.69,0.05,58.9
3728,23.2,27.46,0.99,0.08,47.87
3729,24.12,29.5,0.47,0.06,1.75
3730,29.74,33.35,0.72,0.42,38.27
3731,23.96,33.23,0.5,0.04,64.07
3732,34.58,26.83,0.43,0.75,8.97
3733,27.81,24.72,0.41,0.22,45.96
3734,28.52,32.08,0.5,0.94,99.34
3735,25.21,27.63,0.37,0.49,71.65
3736,28.12,24.5,0.75,0.45,54.69
3737,30.6,33.76,0.87,0.78,53.3
3738,31.77,24.58,0.88,0.71,4.38
3739,31.8,22.34,0.23,0.61,95.73
3740,29.51,22.26,0.9,0.94,92.82
3741,33.76,30.09,0.34,0.42,68.24
3742,32.63,30.6,0.31,0.81,9.9
3743,31.84,26.04,0.73,0.38,20.78
3744,22.72,26.16,0.3,0.84,18.39
3745,22.09,26.41,0.05,0.26,51.96
3746,24.76,30.84,0.37,0.29,20.78
3747,30.63,22.76,0.72,0.68,69.58
3748,27.35,34.08,0.33,0.21,54.52
3749,27.23,24.89,0.63,0.23,1.77
3750,33.5,35.0,0.66,0.31,74.41
3751,33.64,24.23,0.73,0.68,18.88
3752,33.82,32.03,0.9,0.89,82.49
3753,26.08,24.9,0.43,0.67,35.5
3754,30.98,23.05,0.17,0.83,33.86
3755,25.53,33.37,0.32,0.54,1.18
3756,24.48,33.16,0.43,0.07,98.77
3757,24.4,27.25,0.71,0.1,61.2
3758,26.45,31.13,0.01,0.55,42.27
3759,27.59,29.24,0.32,0.33,9.66
3760,32.8,33.09,0.78,0.22,69.91
3761,23.56,26.1,0.67,0.47,28.27
3762,31.55,28.81,0.73,0.67,98.83
3763,28.91,28.31,0.81,0.38,95.05
3764,25.74,26.6,0.78,0.8,73.53
3765,28.41,33.59,0.68,0.74,97.11
3766,25.9,24.16,0.44,0.73,10.56
3767,29.75,23.94,0.98,0.99,27.99
3768,27.64,29.5,0.57,0.3,25.32
3769,24.14,30.55,0.2,0.64,7.2
3770,23.52,24.53,0.29,0.86,97.22
3771,29.11,27.08,0.69,0.58,6.0
3772,33.73,34.31,0.92,0.79,85.67
3773,26.47,25.21,0.18,0.41,76.82
3774,31.53,30.69,0.08,0.59,37.59
3775,30.56,31.62,0.88,0.06,1.88
3776,34.11,27.83,0.92,0.99,0.61
3777,32.67,34.19,0.28,0.8,20.4
3778,29.37,31.58,0.38,0.87,49.39
3779,30.54,27.95,0.66,0.69,45.79
3780,33.68,29.4,0.33,0.19,58.53
3781,27.19,31.0,0.88,0.03,77.2
3782,26.25,29.7,0.11,0.86,37.74
3783,22.14,33.42,0.04,0.4,16.04
3784,32.75,26.64,0.21,0.26,80.0
3785,32.41,25.9,0.29,0.56,33.27
3786,23.36,24.78,0.11,0.42,28.69
3787,29.5,22.49,0.07,0.65,76.43
3788,28.03,22.56,0.76,0.48,93.41
3789,23.54,33.31,0.16,0.7,91.5
3790,34.75,30.82,0.91,0.85,13.74
3791,24.79,30.59,0.37,0.2,50.32
3792,22.87,29.99,0.67,0.33,9.29
3793,29.73,33.04,0.23,0.44,96.1
3794,31.61,28.24,0.24,0.96,21.52
3795,22.42,33.32,0.57,0.37,19.74
3796,30.56,26.67,0.56,0.38,88.89
3797,28.92,34.05,0.77,0.65,96.79
3798,23.34,31.08,0.76,0.42,69.76
3799,24.24,25.34,0.67,0.95,12.1
3800,29.38,29.33,0.45,0.89,48.59
3801,25.85,28.93,0.89,0.51,81.66
3802,34.2,23.79,0.62,0.64,57.25
3803,32.64,29.69,0.99,0.06,13.26
3804,34.79,26.09,0.82,0.7,17.19
3805,25.38,22.68,0.04,0.71,86.41
3806,34.61,34.33,0.32,0.36,52.7
3807,27.61,30.34,0.57,0.22,70.58
3808,26.52,33.4,0.72,0.92,37.31
3809,22.65,30.79,0.55,0.43,53.25
3810,22.69,26.64,0.79,0.65,97.71
3811,31.0,28.66,0.28,0.03,32.97
3812,27.95,30.78,0.18,0.41,67.48
3813,24.94,34.48,0.05,0.82,17.25
3814,29.98,25.3,0.57,0.39,12.17
3815,25.29,33.37,0.69,0.6,78.36
3816,29.51,34.01,0.33,0.21,84.41
3817,26.67,30.72,0.61,0.42,66.83
3818,32.71,34.11,0.05,0.93,15.82
3819,32.67,27.17,0.1,0.57,24.06
3820,28.21,34.39,0.7,0.9,91.12
3821,26.56,31.14,0.37,0.9,28.87
3822,26.71,22.55,0.67,0.94,81.89
3823,32.47,33.79,0.83,0.9,28.59
3824,26.27,28.3,0.85,0.0,93.95
3825,24.72,27.98,0.17,0.93,91.45
3826,23.1,29.36,0.49,0.14,4.33
3827,28.07,23.94,0.73,0.04,77.04
3828,28.27,28.1,0.77,0.06,16.95
3829,32.93,32.8,0.78,0.35,21.53
3830,24.88,22.2,0.23,0.62,45.98
3831,26.95,25.55,0.19,0.4,57.63
3832,32.51,22.03,0.59,0.03,32.58
3833,32.71,27.4,0.74,0.48,57.54
3834,27.0,31.47,0.32,0.44,17.07
3835,27.97,32.38,0.1,0.76,2.23
3836,25.94,34.29,0.72,0.28,57.12
3837,34.12,29.91,0.3,0.22,51.74
3838,23.54,25.31,0.17,0.26,68.97
3839,34.14,34.01,0.15,0.3,64.98
3840,30.89,32.08,0.31,0.6,89.75
3841,28.91,29.47,0.59,0.47,45.95
3842,22.42,31.04,0.36,0.34,0.84
3843,28.18,34.02,0.02,0.37,63.07
3844,27.3,31.26,0.1,0.37,67.51
3845,24.1,26.79,0.29,0.97,52.15
3846,30.53,31.27,0.66,0.23,68.93
3847,34.62,22.52,0.1,0.82,32.36
3848,29.31,27.02,0.56,0.71,14.88
3849,31.29,27.28,0.12,0.01,66.46
3850,22.89,24.17,0.21,0.99,24.52
3851,27.43,22.3,0.17,0.76,45.63
3852,23.51,23.73,0.07,0.68,49.16
3853,29.97,30.51,0.67,0.41,47.72
3854,34.2,32.43,0.46,0.56,59.84
3855,30.6,34.85,0.83,0.25,2.95
3856,23.0,26.5,0.1,0.04,98.97
3857,26.61,29.79,0.14,0.84,71.63
3858,29.16,34.18,0.31,0.9,42.54
3859,27.24,24.17,0.77,0.16,19.13
3860,32.84,31.33,0.31,0.79,8.02
3861,32.59,31.81,0.41,0.74,67.22
3862,29.95,23.16,0.3,0.18,31.7
3863,26.85,33.2,0.08,0.42,22.95
3864,25.32,32.57,0.94,0.42,38.0
3865,23.38,22.43,0.55,0.76,59.29
3866,26.61,23.18,0.79,0.84,67.17
3867,27.37,22.64,0.66,0.09,64.52
3868,30.79,26.35,0.51,0.56,86.33
3869,30.56,28.62,0.09,0.76,21.88
3870,22.91,28.92,0.64,0.79,63.67
3871,27.14,25.48,0.16,0.15,10.11
3872,24.36,33.85,0.41,0.53,54.79
3873,24.04,26.79,0.63,0.86,58.4
3874,32.75,22.59,0.78,0.32,21.62
3875,22.54,25.9,0.69,0.43,39.17
3876,27.45,28.9,0.67,0.8,82.72
3877,24.19,27.31,0.15,0.09,14.84
3878,33.43,25.56,0.35,0.86,43.45
3879,29.24,23.71,0.04,0.31,93.27
3880,25.01,32.65,0.72,0.0,50.41
3881,28.53,34.95,0.95,0.23,72.51
3882,31.51,26.28,0.26,0.09,82.69
3883,34.46,26.96,0.09,0.09,20.38
3884,24.87,30.03,0.48,0.69,21.82
3885,33.52,31.34,0.86,0.21,75.86
3886,34.15,27.1,0.55,0.93,75.33
3887,33.91,33.76,0.05,0.52,6.02
3888,30.26,29.28,0.97,0.46,32.25
3889,30.19,27.86,0.83,0.43,39.85
3890,27.24,30.41,0.13,0.69,82.9
3891,31.78,34.39,0.92,0.45,42.19
3892,28.91,32.33,0.45,0.13,92.59
3893,30.81,22.52,0.37,0.88,99.66
3894,27.57,26.32,0.46,0.43,78.07
3895,31.51,28.12,0.83,0.07,66.64
3896,32.72,26.09,0.66,0.53,39.19
3897,23.9,31.1,0.06,0.65,6.7
3898,32.83,32.74,0.96,0.28,57.31
3899,29.02,31.51,0.15,0.8,36.17
3900,32.98,34.86,0.75,0.67,35.09
3901,27.61,25.54,0.64,0.65,68.77
3902,26.93,33.37,0.19,0.42,46.36
3903,33.9,31.97,0.17,0.96,75.21
3904,25.27,26.71,0.87,0.27,39.82
3905,32.97,31.54,0.42,0.58,15.09
3906,28.29,23.35,0.65,0.31,46.13
3907,28.68,32.26,0.5,0.74,95.1
3908,26.01,28.92,0.73,0.05,80.15
3909,29.45,25.8,0.48,0.05,20.57
3910,26.23,30.53,0.29,0.81,39.13
3911,22.51,30.34,0.36,0.43,92.78
3912,25.54,24.72,0.86,0.34,12.37
3913,22.08,22.4,0.47,0.61,25.4
3914,34.72,27.64,0.21,0.7,26.22
3915,34.55,29.4,0.93,0.2,57.09
3916,27.14,33.4,0.8,0.19,41.07
3917,31.47,34.07,0.06,0.96,7.99
3918,26.5,28.87,1.0,0.59,62.92
3919,30.72,31.8,0.69,0.39,9.91
3920,32.47,27.71,0.16,0.8,60.64
3921,34.31,31.7,0.24,0.53,50.7
3922,27.2,24.66,0.69,0.24,49.37
3923,32.18,26.82,0.78,0.21,6.75
3924,25.46,30.24,0.24,0.4,63.92
3925,34.87,22.24,0.26,0.86,43.13
3926,22.34,31.39,0.31,0.06,41.11
3927,29.85,32.86,0.6,0.22,59.65
3928,30.57,27.19,0.17,0.89,60.62
3929,30.94,27.82,0.1,0.12,1.5
3930,23.57,33.07,0.68,0.63,12.52
3931,34.2,32.08,0.78,0.21,23.65
3932,24.36,25.75,0.5,0.61,67.8
3933,30.1,26.21,0.36,0.38,57.67
3934,24.89,30.83,0.43,0.1,75.76
3935,25.99,29.32,0.39,0.58,74.06
3936,29.1,24.11,0.96,0.68,85.32
3937,27.42,26.03,0.77,0.68,37.68
3938,24.08,33.7,0.21,0.64,34.51
3939,24.22,30.95,0.38,0.5,83.1
3940,27.44,34.82,0.54,0.52,23.76
3941,31.84,31.97,0.61,0.64,46.12
3942,33.67,34.25,0.47,0.69,19.43
3943,23.09,24.81,0.81,0.65,91.38
3944,27.11,32.03,0.77,0.59,40.78
3945,23.3,22.26,0.51,0.16,21.25
3946,22.22,30.72,0.85,0.21,69.2
3947,30.6,28.1,0.75,0.26,24.46
3948,29.83,26.51,0.78,0.92,94.35
3949,24.12,33.21,0.96,0.76,36.76
3950,25.04,33.11,0.27,0.55,66.46
3951,22.31,22.29,0.27,0.25,34.52
3952,32.85,29.92,0.89,0.11,80.72
3953,34.67,26.78,0.77,0.9,89.69
3954,23.76,27.4,0.93,0.89,78.79
3955,25.01,32.82,0.06,0.11,84.85
3956,33.29,26.03,0.63,0.8,10.19
3957,34.04,34.26,0.14,0.45,92.41
3958,27.46,24.34,0.5,0.32,62.43
3959,22.66,30.62,0.16,0.74,86.92
3960,22.51,30.74,0.13,0.61,68.44
3961,29.46,25.28,0.01,0.78,20.18
3962,27.11,26.22,0.63,0.07,60.96
3963,22.37,32.85,0.36,0.32,9.09
3964,29.58,31.9,0.11,0.32,69.57
3965,22.15,26.28,0.32,0.33,40.9
3966,32.24,28.94,0.17,0.5,15.17
3967,25.98,22.8,0.94,0.28,97.92
3968,22.52,24.71,0.32,0.44,90.11
3969,29.65,28.32,0.33,0.37,89.35
3970,27.17,23.12,0.84,0.74,78.88
3971,34.66,32.96,0.65,0.6,69.2
3972,29.07,31.33,0.71,0.65,65.51
3973,25.58,34.27,0.64,0.21,10.61
3974,31.22,31.02,0.95,0.33,90.06
3975,25.53,34.23,0.21,0.02,88.11
3976,33.76,29.21,0.99,0.11,74.79
3977,26.87,29.8,0.83,0.27,92.73
3978,29.15,34.7,0.59,0.07,55.31
3979,22.66,30.35,0.66,0.6,44.76
3980,27.54,22.4,0.65,1.0,96.79
3981,32.82,31.41,0.06,0.1,46.41
3982,32.47,33.77,0.22,0.82,64.13
3983,24.92,32.34,0.96,0.12,37.31
3984,24.94,29.59,0.53,0.67,63.63
3985,32.62,30.73,0.38,0.64,72.01
3986,34.1,34.87,0.76,0.9,62.47
3987,23.24,23.18,0.52,0.11,51.46
3988,27.85,30.67,0.01,0.32,30.01
3989,26.39,25.68,0.74,0.09,64.38
3990,33.32,30.32,0.73,0.41,90.84
3991,23.09,29.9,0.17,0.91,0.69
3992,24.74,23.99,0.96,0.78,13.39
3993,31.78,24.69,0.22,0.72,11.98
3994,22.67,30.08,0.46,0.53,92.32
3995,28.4,23.67,0.11,0.88,66.27
3996,27.75,25.45,0.6,0.45,95.18
3997,26.35,32.86,0.38,0.15,58.28
3998,27.13,26.25,0.35,0.84,46.17
3999,28.89,28.34,0.83,0.28,79.23
4000,24.1,34.23,0.01,0.05,16.09
4001,29.44,24.95,0.8,0.13,38.13
4002,32.47,27.07,0.57,0.61,46.63
4003,31.88,29.88,0.99,0.61,29.85
4004,24.0,31.82,0.59,0.26,37.13
4005,23.94,33.72,0.06,0.73,7.81
4006,25.49,33.9,0.05,0.77,19.8
4007,26.69,32.1,0.88,0.92,33.55
4008,27.31,24.97,0.84,0.58,79.59
4009,30.84,22.32,0.35,0.78,18.25
4010,22.74,26.99,0.62,0.75,34.66
4011,22.45,23.84,0.49,0.26,6.49
4012,27.09,31.24,0.97,0.31,55.71
4013,31.06,30.59,0.95,0.48,61.13
4014,24.51,22.57,0.98,0.02,86.55
4015,30.34,32.88,0.87,0.3,81.91
4016,25.38,25.23,0.91,0.47,28.54
4017,33.52,27.62,0.22,0.11,13.7
4018,33.64,30.68,0.83,0.13,15.61
4019,25.86,27.58,0.71,0.46,96.9
4020,24.99,27.74,0.96,0.73,67.32
4021,27.35,22.85,0.57,0.83,4.26
4022,25.13,27.22,0.09,0.55,13.68
4023,30.74,31.94,0.6,0.47,48.58
4024,32.74,33.9,0.69,0.38,20.78
4025,30.75,27.38,0.22,0.19,80.37
4026,32.72,27.51,0.39,0.15,57.32
4027,27.16,31.13,0.6,0.79,61.26
4028,24.03,34.26,0.37,0.47,46.28
4029,31.59,25.47,0.37,0.79,25.61
4030,26.69,27.72,0.13,0.7,58.94
4031,30.73,32.35,0.94,0.19,71.7
4032,25.52,29.93,0.75,0.51,37.09
4033,23.06,23.44,0.0,0.44,50.49
4034,34.9,30.16,0.77,0.42,83.97
4035,24.03,24.43,0.74,0.54,14.87
4036,34.85,28.63,0.01,0.98,54.52
4037,34.7,28.88,0.37,0.81,34.84
4038,32.32,33.39,0.61,0.9,70.28
4039,30.57,28.01,0.45,0.03,1.88
4040,29.51,25.63,0.78,0.14,67.05
4041,33.26,25.0,0.43,0.08,10.29
4042,25.76,33.37,0.15,0.26,6.48
4043,28.08,24.22,0.98,0.44,72.46
4044,30.05,27.54,0.24,0.64,64.03
4045,27.35,24.43,0.72,0.5,89.49
4046,27.56,32.05,0.14,0.9,51.97
4047,26.29,28.17,0.33,0.94,53.0
4048,29.34,26.56,0.44,0.16,70.7
4049,33.06,26.69,0.19,0.85,32.34
4050,24.62,33.08,0.45,0.48,3.69
4051,34.15,29.2,0.16,0.45,23.0
4052,30.96,31.33,0.56,0.78,23.8
4053,32.7,33.66,0.66,0.09,33.57
4054,29.23,33.72,0.06,0.88,94.35
4055,32.13,26.27,0.87,0.67,80.48
4056,22.21,34.38,0.19,0.88,93.6
4057,32.64,22.32,0.23,0.99,99.86
4058,22.52,26.9,0.66,0.52,43.38
4059,33.57,33.65,0.47,0.09,22.71
4060,34.9,25.57,0.5,0.17,56.0
4061,25.82,25.55,0.13,0.32,88.11
4062,24.73,25.93,0.81,0.1,46.57
4063,31.95,29.96,0.62,0.82,50.54
4064,25.29,27.7,0.14,0.3,13.44
4065,33.25,31.45,0.37,0.98,42.05
4066,23.34,33.63,0.81,0.7,38.7
4067,23.64,30.76,0.57,0.17,35.17
4068,34.73,24.66,0.11,0.48,88.73
4069,30.76,34.12,0.37,0.47,5.93
4070,33.01,25.44,0.24,0.49,97.21
4071,26.22,23.95,0.52,0.54,0.82
4072,30.79,23.17,0.84,0.03,94.56
4073,29.73,29.32,0.44,0.69,54.8
4074,29.84,23.48,0.43,0.49,70.24
4075,30.87,23.8,0.91,0.79,18.71
4076,29.48,25.9,0.58,0.82,65.42
4077,27.58,25.66,0.57,0.23,88.2
4078,25.59,29.86,0.26,0.05,13.95
4079,31.99,32.62,0.61,0.7,12.71
4080,24.94,31.9,0.58,0.98,30.4
4081,31.0,25.41,0.4,0.45,16.17
4082,25.03,25.19,0.99,0.26,11.06
4083,30.13,34.56,0.88,0.16,67.83
4084,31.71,22.11,0.75,0.29,21.38
4085,24.84,33.44,0.54,0.33,66.7
4086,22.78,24.6,0.46,0.42,86.19
4087,23.7,34.31,0.18,0.66,65.2
4088,29.88,26.45,0.31,0.27,11.94
4089,33.04,27.72,0.77,0.05,57.36
4090,22.58,31.19,0.45,0.37,39.36
4091,31.54,29.64,0.88,0.86,34.34
4092,26.44,26.13,0.15,0.5,31.85
4093,28.22,29.2,0.51,0.96,92.94
4094,34.08,31.5,0.65,0.5,74.25
4095,26.32,22.55,0.52,0.28,13.38
4096,28.05,22.15,0.89,0.19,47.6
4097,22.18,27.95,0.99,0.69,31.82
4098,23.06,23.71,0.12,0.54,97.79
4099,25.36,30.64,0.13,0.6,97.8
4100,22.36,24.78,0.13,0.76,31.95
4101,30.21,27.63,0.68,0.73,35.21
4102,27.54,24.57,0.37,0.04,59.94
4103,29.13,29.13,0.73,0.8,47.93
4104,24.27,23.51,0.41,0.53,21.31
4105,25.85,22.3,0.63,0.39,66.04
4106,30.63,22.66,0.77,0.54,33.41
4107,34.55,34.41,0.55,0.61,65.37
4108,22.66,23.85,0.54,0.15,38.37
4109,33.57,31.21,0.09,0.42,70.02
4110,29.5,22.88,0.41,0.34,66.78
4111,29.33,23.41,0.55,0.35,50.88
4112,28.5,28.62,0.46,0.09,70.47
4113,22.9,28.04,0.9,0.16,46.1
4114,23.17,34.37,0.91,0.16,11.61
4115,29.81,34.28,0.82,0.37,18.21
4116,26.43,32.13,0.38,0.89,24.6
4117,33.92,29.83,0.72,0.21,6.32
4118,27.29,27.91,0.4,0.42,71.14
4119,23.86,26.63,0.23,0.31,36.74
4120,31.29,34.31,0.34,0.79,9.35
4121,25.81,29.84,0.07,0.05,82.0
4122,28.83,29.53,0.33,0.2,68.37
4123,31.07,25.01,0.46,0.21,45.22
4124,33.7,22.61,0.96,0.99,24.74
4125,32.3,34.29,0.31,0.57,15.17
4126,30.79,26.08,0.9,0.14,45.84
4127,30.84,27.75,0.23,0.27,88.52
4128,34.3,23.49,0.19,0.17,18.84
4129,25.85,32.88,0.52,0.12,56.87
4130,22.01,22.36,0.67,0.8,96.17
4131,25.54,32.84,0.04,0.5,63.71
4132,24.83,23.82,0.22,0.63,44.0
4133,30.6,33.53,0.46,0.33,71.64
4134,30.24,31.49,0.33,0.55,82.46
4135,29.71,24.14,0.71,0.26,59.05
4136,22.21,29.36,0.51,0.31,87.18
4137,31.47,26.06,0.16,0.65,51.46
4138,26.21,24.32,0.89,0.15,83.0
4139,30.65,33.17,0.29,0.62,95.2
4140,29.24,27.25,0.73,0.85,50.12
4141,26.46,27.18,0.78,0.12,60.5
4142,23.75,24.21,0.96,0.9,60.95
4143,23.23,26.98,0.5,0.08,78.14
4144,32.81,33.33,0.62,0.35,82.3
4145,33.94,26.72,0.33,0.61,2.72
4146,30.45,34.37,0.68,0.56,73.34
4147,23.34,34.3,0.46,0.1,78.38
4148,27.23,23.88,0.44,0.8,70.04
4149,31.48,24.31,0.86,0.97,71.37
4150,32.14,33.21,0.05,0.18,4.14
4151,23.54,27.11,0.88,0.9,44.2
4152,22.0,22.06,0.85,0.56,81.82
4153,31.26,25.56,0.51,0.94,93.4
4154,26.64,29.77,0.49,0.18,22.95
4155,25.31,32.39,0.36,0.79,57.92
4156,22.17,23.73,0.99,0.06,80.43
4157,29.02,23.44,0.11,0.88,75.24
4158,33.06,33.99,0.59,0.67,61.89
4159,34.45,31.76,0.68,0.37,1.87
4160,29.35,29.67,0.93,0.19,72.39
4161,28.69,32.0,0.78,0.82,77.32
4162,23.11,27.58,0.64,0.6,72.28
4163,29.14,31.86,0.12,0.36,76.58
4164,26.94,26.83,0.37,0.44,43.09
4165,29.89,25.17,0.14,0.83,99.38
4166,27.05,31.48,0.88,0.34,77.08
4167,25.12,27.46,0.75,0.09,57.87
4168,23.23,34.76,0.76,0.91,93.42
4169,26.09,26.54,0.65,0.39,90.82
4170,23.26,33.98,0.51,0.35,81.46
4171,24.3,34.13,0.15,0.2,56.37
4172,34.84,25.14,0.33,0.9,52.71
4173,27.77,32.38,0.14,0.22,32.87
4174,28.91,27.63,0.72,0.64,25.09
4175,33.36,33.93,0.16,0.88,51.24
4176,34.94,27.85,0.7,0.03,57.78
4177,29.58,31.68,0.69,0.83,24.45
4178,32.56,28.07,0.46,0.41,92.26
4179,26.25,24.96,0.14,0.66,55.73
4180,25.97,24.59,0.31,0.37,52.65
4181,27.24,27.53,0.32,0.7,43.56
4182,30.74,31.82,0.7,0.25,5.81
4183,30.87,29.87,0.11,0.02,88.24
4184,26.1,30.95,0.83,0.95,31.7
4185,23.73,25.67,0.76,0.02,64.25
4186,30.22,28.26,0.19,0.82,60.74
4187,23.67,22.58,0.72,0.17,58.45
4188,29.52,32.63,0.67,0.39,52.57
4189,31.01,34.87,0.75,0.82,18.14
4190,31.11,27.29,0.19,0.21,28.06
4191,31.8,22.14,0.16,0.87,52.42
4192,33.35,24.21,0.24,0.5,78.93
4193,28.5,30.48,0.37,0.37,43.2
4194,31.49,29.96,0.79,0.66,20.39
4195,30.05,32.24,0.74,0.34,8.79
4196,24.43,25.3,0.93,0.35,66.3
4197,22.33,31.93,0.06,0.73,42.33
4198,25.7,30.94,0.01,0.31,12.54
4199,27.76,26.2,0.7,0.2,67.45
4200,30.02,29.09,0.28,0.81,20.76
4201,33.05,23.91,0.33,0.81,50.9
4202,24.55,27.88,0.55,0.5,30.62
4203,23.63,33.46,0.1,0.53,93.17
4204,34.53,27.48,0.64,0.7,22.83
4205,23.4,32.91,0.33,0.51,41.99
4206,28.22,29.67,0.63,0.42,95.95
4207,29.61,24.49,0.83,0.99,31.87
4208,29.04,29.55,0.17,0.15,64.46
4209,23.12,28.58,0.93,0.59,31.67
4210,22.74,27.18,0.53,0.89,11.07
