time,compressor power,compressor mark,AC PTC power,AC PTC mark,battery PTC power,battery PTC mark,MCU front power,MCU front mark,MCU rear power,MCU rear mark,DCDC power,DCDC mark,fan power,fan mark,water pump power,water pump mark,blower power,blower mark,others power,others mark,battery power,battery mark,mechanical ratio,low voltage ratio,high voltage ratio,MCU rear ratio,battery PTC ratio,AC PTC ratio,MCU front ratio,compressor ratio
4911,0,0,6.2,1,5,1,5.6,1,14.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.79568955,5.47 ,52.73 ,29.63376215,24.06 ,28.67 ,12.1619274,0
4912,0,0,6.2,1,5,1,7.2,1,15.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.80554989,5.47 ,52.72 ,29.64011137,24.06 ,28.67 ,12.16543852,0
4913,0,0,6.2,1,5,1,6.7,1,16.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.81591919,5.47 ,52.71 ,29.64757075,24.05 ,28.66 ,12.16834844,0
4914,0,0,6.1,1,5,1,5.4,1,16.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.82529432,5.47 ,52.70 ,29.65508796,24.04 ,28.66 ,12.17020636,0
4915,0,0,6.2,1,5,1,4.1,1,14.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.83302302,5.47 ,52.70 ,29.66191409,24.04 ,28.66 ,12.17110893,0
4916,0,0,6.2,1,5,1,6.3,1,15.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.84268987,5.47 ,52.69 ,29.66892456,24.03 ,28.66 ,12.17376531,0
4917,0,0,6.2,1,5,1,5.4,1,14.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.85102885,5.47 ,52.68 ,29.67527719,24.02 ,28.66 ,12.17575166,0
4918,0,0,6.2,1,5,1,7.6,1,15.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.86100919,5.47 ,52.67 ,29.6815192,24.02 ,28.65 ,12.17948999,0
4919,0,0,6.1,1,5,1,7.4,1,17.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.87171577,5.47 ,52.66 ,29.68890117,24.01 ,28.65 ,12.1828146,0
4920,0,0,6.1,1,5,1,7.3,1,16,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.88149402,5.47 ,52.65 ,29.69532357,24.00 ,28.65 ,12.18617045,0
4921,0,0,6.2,1,5,1,6.1,1,14.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.88957913,5.47 ,52.64 ,29.70098069,24.00 ,28.64 ,12.18859844,0
4922,0,0,6.1,1,5,1,5.7,1,14.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.89708059,5.47 ,52.64 ,29.70638798,23.99 ,28.64 ,12.19069261,0
4923,0,0,6.1,1,5,1,5.7,1,15.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.90502394,5.47 ,52.63 ,29.71239371,23.99 ,28.64 ,12.19263023,0
4924,0,0,6.1,1,5,1,5.1,1,14.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.91212465,5.47 ,52.62 ,29.71799053,23.98 ,28.64 ,12.19413413,0
4925,0,0,6.1,1,5,1,4.7,1,14.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.91867464,5.47 ,52.62 ,29.72341734,23.98 ,28.63 ,12.19525729,0
4926,0,0,6.2,1,5,1,-20.3,0,-16.5,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.89332163,5.47 ,52.64 ,29.7148402,23.99 ,28.65 ,12.17848143,0
4927,0,0,6.2,1,5,1,-33.6,0,-5.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.8667433,5.47 ,52.66 ,29.71780697,24.00 ,28.66 ,12.14893633,0
4928,0,0,6.1,1,5,1,-34.9,0,-6.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.83880678,5.47 ,52.69 ,29.72038566,24.01 ,28.68 ,12.11842113,0
4929,0,0,6.1,1,5,1,-33.9,0,-5.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.81197844,5.48 ,52.71 ,29.72332384,24.02 ,28.69 ,12.08865461,0
4930,0,0,6.2,1,5,1,-34.3,0,-6.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.78433523,5.48 ,52.74 ,29.725691,24.03 ,28.71 ,12.05864423,0
4931,0,0,6.1,1,5,1,-32,0,-6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.7583079,5.48 ,52.76 ,29.72781302,24.04 ,28.72 ,12.03049488,0
4932,0,0,6,1,5,1,-31.9,0,-6.3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.73215216,5.48 ,52.78 ,29.7297001,24.05 ,28.73 ,12.00245206,0
4933,0,0,6,1,5,1,-30.7,0,-5.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.70705326,5.49 ,52.81 ,29.73168104,24.06 ,28.75 ,11.97537222,0
4934,0,0,5.5,1,5,1,-29.9,0,-6.3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.68226076,5.49 ,52.83 ,29.7331614,24.07 ,28.76 ,11.94909936,0
4935,0,0,5.4,1,5,1,-29,0,-5.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.6587816,5.49 ,52.85 ,29.73529546,24.08 ,28.77 ,11.92348614,0
4936,0,0,5.4,1,5,1,-27.8,0,-5,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.63607748,5.49 ,52.87 ,29.73717822,24.09 ,28.78 ,11.89889925,0
4937,0,0,5.3,1,5,1,-26.7,0,-5.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.61380548,5.50 ,52.89 ,29.73849344,24.09 ,28.80 ,11.87531203,0
4938,0,0,5.3,1,5,1,-25.6,0,-4.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.59259776,5.50 ,52.91 ,29.74000034,24.10 ,28.81 ,11.85259742,0
4939,0,0,5.2,1,5,1,-24.6,0,-4.8,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.57197998,5.50 ,52.93 ,29.74120489,24.11 ,28.82 ,11.83077509,0
4940,0,0,5.1,1,5,1,-22.9,0,-4.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.5527166,5.50 ,52.94 ,29.7423565,24.12 ,28.83 ,11.8103601,0
4941,0,0,5.1,1,5,1,-22.1,0,-4.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.5338322,5.51 ,52.96 ,29.74316559,24.12 ,28.84 ,11.79066661,0
4942,0,0,5,1,5,1,-20.4,0,-4.8,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.51577074,5.51 ,52.98 ,29.74325974,24.13 ,28.85 ,11.77251099,0
4943,0,0,5,1,5,1,-18.7,0,-3.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.49931476,5.51 ,52.99 ,29.74361675,24.14 ,28.86 ,11.75569801,0
4944,0,0,4.9,1,5,1,-17.9,0,-3.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.4836006,5.51 ,53.01 ,29.74394459,24.14 ,28.86 ,11.73965601,0
4945,0,0,4.9,1,5,1,-16.2,0,-3.5,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.46901729,5.51 ,53.02 ,29.74394251,24.15 ,28.87 ,11.72507477,0
4946,0,0,4.8,1,5,1,-14.7,0,-3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.45566439,5.51 ,53.03 ,29.74390561,24.15 ,28.88 ,11.71175878,0
4947,0,0,4.8,1,5,1,-13.3,0,-2.5,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.44340378,5.52 ,53.04 ,29.7438046,24.15 ,28.89 ,11.69959918,0
4948,0,0,4.8,1,5,1,-11.7,0,-2.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.43268218,5.52 ,53.05 ,29.74362383,24.16 ,28.89 ,11.68905835,0
4949,0,0,4.8,1,5,1,-9.9,0,-2.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.42328487,5.52 ,53.06 ,29.74326183,24.16 ,28.90 ,11.68002304,0
4950,0,0,4.7,1,5,1,-8.2,0,-1.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.41525348,5.52 ,53.06 ,29.7428463,24.16 ,28.91 ,11.67240718,0
4951,0,0,4.7,1,5,1,-5.1,0,-1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.40935533,5.52 ,53.07 ,29.74193813,24.16 ,28.91 ,11.6674172,0
4952,0,0,4.7,1,5,1,-3,0,-0.3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.40507203,5.52 ,53.07 ,29.7408993,24.16 ,28.92 ,11.66417273,0
4953,0,0,4.7,1,5,1,-1.6,0,-0.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.40165406,5.52 ,53.07 ,29.73951988,24.16 ,28.92 ,11.66213418,0
4954,0,0,4.7,1,5,1,-0.9,0,-0.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.39864009,5.52 ,53.08 ,29.7379357,24.16 ,28.92 ,11.66070439,0
4955,0,0,4.6,1,5,1,-0.2,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.39612852,5.53 ,53.08 ,29.73624523,24.15 ,28.92 ,11.65988329,0
4956,0,0,4.7,1,5,1,-0.2,0,-0.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.39351882,5.53 ,53.08 ,29.73445654,24.15 ,28.93 ,11.65906228,0
4957,0,0,4.6,1,5,1,0.1,1,-0.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.39112314,5.53 ,53.08 ,29.73260952,24.15 ,28.93 ,11.65851363,0
4958,0,0,4.7,1,5,1,0,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.388687,5.53 ,53.08 ,29.73083184,24.15 ,28.93 ,11.65785516,0
4959,0,0,4.6,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.38623419,5.53 ,53.09 ,29.72911287,24.15 ,28.94 ,11.65712132,0
4960,0,0,4.6,1,5,1,0.1,1,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.38389699,5.53 ,53.09 ,29.7273356,24.15 ,28.94 ,11.65656139,0
4961,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.38151934,5.53 ,53.09 ,29.72562765,24.15 ,28.94 ,11.65589168,0
4962,0,0,4.7,1,5,1,0.1,1,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.37914196,5.53 ,53.09 ,29.72382154,24.14 ,28.95 ,11.65532042,0
4963,0,0,4.7,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.37664952,5.53 ,53.09 ,29.7220741,24.14 ,28.95 ,11.65457542,0
4964,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.37427269,5.53 ,53.09 ,29.72036675,24.14 ,28.95 ,11.65390594,0
4965,0,0,4.8,1,5,1,0,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.37179777,5.53 ,53.09 ,29.71856124,24.14 ,28.95 ,11.65323653,0
4966,0,0,4.8,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.36926548,5.53 ,53.10 ,29.71678517,24.14 ,28.96 ,11.65248031,0
4967,0,0,4.9,1,5,1,-0.1,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.36675045,5.53 ,53.10 ,29.71504919,24.14 ,28.96 ,11.65170126,0
4968,0,0,4.9,1,5,1,0,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.36423571,5.54 ,53.10 ,29.71321508,24.14 ,28.96 ,11.65102064,0
4969,0,0,5,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.36162294,5.54 ,53.10 ,29.71138118,24.13 ,28.97 ,11.65024176,0
4970,0,0,5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.35912579,5.54 ,53.10 ,29.7095874,24.13 ,28.97 ,11.64953839,0
4971,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.35666961,5.54 ,53.11 ,29.70782304,24.13 ,28.97 ,11.64884656,0
4972,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.35421372,5.54 ,53.11 ,29.7060589,24.13 ,28.98 ,11.64815482,0
4973,0,0,5,1,5,1,0.1,1,0.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.35183278,5.54 ,53.11 ,29.70430566,24.13 ,28.98 ,11.64752711,0
4974,0,0,5,1,5,1,0.2,1,0.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.34950979,5.54 ,53.11 ,29.70252345,24.13 ,28.98 ,11.64698634,0
4975,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.34721735,5.54 ,53.11 ,29.70087673,24.13 ,28.99 ,11.64634063,0
4976,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.34492517,5.54 ,53.11 ,29.69923019,24.12 ,28.99 ,11.64569498,0
4977,0,0,4.5,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.34251793,5.54 ,53.11 ,29.69754392,24.12 ,28.99 ,11.64497401,0
4978,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.34022626,5.54 ,53.12 ,29.69589774,24.12 ,28.99 ,11.64432852,0
4979,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.33793484,5.54 ,53.12 ,29.69425175,24.12 ,29.00 ,11.64368309,0
4980,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.33564368,5.55 ,53.12 ,29.69260594,24.12 ,29.00 ,11.64303774,0
4981,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.33331215,5.55 ,53.12 ,29.69093113,24.12 ,29.00 ,11.64238101,0
4982,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.33102149,5.55 ,53.12 ,29.68928569,24.12 ,29.01 ,11.6417358,0
4983,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.32869049,5.55 ,53.12 ,29.68761126,24.12 ,29.01 ,11.64107923,0
4984,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.32635974,5.55 ,53.13 ,29.68593702,24.11 ,29.01 ,11.64042273,0
4985,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.32398866,5.55 ,53.13 ,29.6842338,24.11 ,29.01 ,11.63975486,0
4986,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.32157726,5.55 ,53.13 ,29.68250162,24.11 ,29.02 ,11.63907564,0
4987,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.31916614,5.55 ,53.13 ,29.68076964,24.11 ,29.02 ,11.6383965,0
4988,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.3167553,5.55 ,53.13 ,29.67903787,24.11 ,29.02 ,11.63771744,0
4989,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.31434475,5.55 ,53.13 ,29.67730629,24.11 ,29.03 ,11.63703845,0
4990,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.31193447,5.55 ,53.13 ,29.67557492,24.11 ,29.03 ,11.63635955,0
4991,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.30948391,5.55 ,53.14 ,29.67381461,24.10 ,29.03 ,11.6356693,0
4992,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.30703363,5.55 ,53.14 ,29.67205451,24.10 ,29.04 ,11.63497913,0
4993,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.30458365,5.56 ,53.14 ,29.67029461,24.10 ,29.04 ,11.63428904,0
4994,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.30213396,5.56 ,53.14 ,29.66853492,24.10 ,29.04 ,11.63359903,0
4995,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29968456,5.56 ,53.14 ,29.66677545,24.10 ,29.04 ,11.63290911,0
4996,0,0,5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.2971949,5.56 ,53.14 ,29.66498705,24.10 ,29.05 ,11.63220785,0
4997,0,0,4.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29474608,5.56 ,53.15 ,29.663228,24.10 ,29.05 ,11.63151809,0
4998,0,0,5.1,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29221649,5.56 ,53.15 ,29.66141091,24.09 ,29.05 ,11.63080557,0
4999,0,0,5.1,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.2896872,5.56 ,53.15 ,29.65959405,24.09 ,29.06 ,11.63009315,0
5000,0,0,5.1,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.28715822,5.56 ,53.15 ,29.65777741,24.09 ,29.06 ,11.62938081,0
5001,0,0,5.1,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.28462955,5.56 ,53.15 ,29.655961,24.09 ,29.06 ,11.62866856,0
5002,0,0,5.1,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.28210119,5.56 ,53.16 ,29.6541448,24.09 ,29.07 ,11.62795639,0
5003,0,0,5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27961365,5.56 ,53.16 ,29.65235793,24.09 ,29.07 ,11.62725572,0
5004,0,0,5.1,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27708591,5.56 ,53.16 ,29.65054218,24.09 ,29.07 ,11.62654373,0
5005,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27476098,5.57 ,53.16 ,29.64887211,24.08 ,29.08 ,11.62588887,0
5006,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27243632,5.57 ,53.16 ,29.64720224,24.08 ,29.08 ,11.62523408,0
5007,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27011191,5.57 ,53.16 ,29.64553255,24.08 ,29.08 ,11.62457936,0
5008,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26774728,5.57 ,53.16 ,29.64383397,24.08 ,29.08 ,11.62391332,0
5009,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26538293,5.57 ,53.17 ,29.64213558,24.08 ,29.09 ,11.62324735,0
5010,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26301884,5.57 ,53.17 ,29.64043739,24.08 ,29.09 ,11.62258145,0
5011,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26065502,5.57 ,53.17 ,29.63873939,24.08 ,29.09 ,11.62191563,0
5012,0,0,4.7,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.25829147,5.57 ,53.17 ,29.63704158,24.07 ,29.10 ,11.62124989,0
5013,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.25588773,5.57 ,53.17 ,29.6353149,24.07 ,29.10 ,11.62057283,0
5014,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.25348427,5.57 ,53.17 ,29.63358843,24.07 ,29.10 ,11.61989585,0
5015,0,0,4.8,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.25108109,5.57 ,53.18 ,29.63186215,24.07 ,29.11 ,11.61921894,0
5016,0,0,4.8,1,5,1,0.3,1,0.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.24919672,5.57 ,53.18 ,29.63046296,24.07 ,29.11 ,11.61873376,0
5017,0,0,4.8,1,5,1,1.7,1,1.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.24886807,5.57 ,53.18 ,29.62955424,24.07 ,29.11 ,11.61931383,0
5018,0,0,5,1,5,1,4.2,1,4.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.2516266,5.57 ,53.17 ,29.62993116,24.06 ,29.11 ,11.62169544,0
5019,0,0,4.9,1,5,1,5.5,1,6.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.2560371,5.57 ,53.17 ,29.63099411,24.06 ,29.11 ,11.62504299,0
5020,0,0,5,1,5,1,5.6,1,6.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26063589,5.57 ,53.16 ,29.6322055,24.05 ,29.11 ,11.62843039,0
5021,0,0,5,1,5,1,4.1,1,4.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26316105,5.58 ,53.16 ,29.63240401,24.05 ,29.11 ,11.63075704,0
5022,0,0,5,1,5,1,3.4,1,4.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26499491,5.58 ,53.16 ,29.63246098,24.05 ,29.11 ,11.63253393,0
5023,0,0,5,1,5,1,1.8,1,2.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26521717,5.58 ,53.16 ,29.63215516,24.04 ,29.11 ,11.63306201,0
5024,0,0,5,1,5,1,1.5,1,3.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26538185,5.58 ,53.16 ,29.63207435,24.04 ,29.12 ,11.6333075,0
5025,0,0,5,1,5,1,1.6,1,2.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26537391,5.58 ,53.16 ,29.63168884,24.04 ,29.12 ,11.63368507,0
5026,0,0,5,1,5,1,2.2,1,3.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.26611376,5.58 ,53.16 ,29.63161171,24.04 ,29.12 ,11.63450205,0
5027,0,0,5.1,1,5,1,6.5,1,7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27135631,5.58 ,53.15 ,29.63273846,24.03 ,29.12 ,11.63861785,0
5028,0,0,5.1,1,5,1,5.7,1,6.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.27573448,5.58 ,53.15 ,29.63361465,24.03 ,29.12 ,11.64211983,0
5029,0,0,5.1,1,5,1,6.4,1,7.8,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.28137554,5.58 ,53.14 ,29.63532059,24.02 ,29.12 ,11.64605495,0
5030,0,0,5.1,1,5,1,6.5,1,7.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.28695689,5.58 ,53.14 ,29.63685913,24.02 ,29.12 ,11.65009776,0
5031,0,0,5.2,1,5,1,5.8,1,7.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29209353,5.58 ,53.13 ,29.63857105,24.01 ,29.12 ,11.65352248,0
5032,0,0,5.1,1,5,1,5.1,1,6.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29629235,5.58 ,53.13 ,29.63982598,24.01 ,29.12 ,11.65646637,0
5033,0,0,5.2,1,5,1,1.9,1,4.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29734886,5.58 ,53.12 ,29.64046521,24.01 ,29.12 ,11.65688366,0
5034,0,0,5.2,1,5,1,0.9,1,2.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29679759,5.58 ,53.12 ,29.64015554,24.00 ,29.12 ,11.65664205,0
5035,0,0,5.2,1,5,1,2.6,1,3.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.2976816,5.58 ,53.12 ,29.63990364,24.00 ,29.12 ,11.65777796,0
5036,0,0,5.3,1,5,1,1.4,1,3.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29783623,5.58 ,53.12 ,29.63997059,24.00 ,29.12 ,11.65786563,0
5037,0,0,5.3,1,5,1,1.8,1,3.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29804822,5.58 ,53.12 ,29.63971525,24.00 ,29.13 ,11.65833297,0
5038,0,0,5.3,1,5,1,1.5,1,3.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29837493,5.58 ,53.12 ,29.6398908,23.99 ,29.13 ,11.65848413,0
5039,0,0,5.3,1,5,1,1.3,1,2.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29795563,5.58 ,53.12 ,29.63936772,23.99 ,29.13 ,11.65858791,0
5040,0,0,5.4,1,5,1,-0.2,0,0.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29554524,5.58 ,53.12 ,29.63794364,23.99 ,29.13 ,11.65760159,0
5041,0,0,5.4,1,5,1,0.8,1,0.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29359418,5.58 ,53.12 ,29.63609257,23.99 ,29.14 ,11.65750161,0
5042,0,0,5.4,1,5,1,1.3,1,1.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29238928,5.58 ,53.12 ,29.6346471,23.99 ,29.14 ,11.65774218,0
5043,0,0,5.4,1,5,1,1.7,1,1.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29158617,5.58 ,53.12 ,29.63329234,23.98 ,29.14 ,11.65829382,0
5044,0,0,5.4,1,5,1,1,1,1.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.29020957,5.58 ,53.13 ,29.63193425,23.98 ,29.14 ,11.65827532,0
5045,0,0,5.4,1,5,1,1.3,1,0.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,41.2888332,5.59 ,53.13 ,29.63028328,23.98 ,29.15 ,11.65854992,0
